"","P8","P9","P10","P11","P15","P16","P18","P19","P22","P28","P30","P32","P33","P36","P38","P40","P42","P43","P45","P47","P51","P54","P61","P65","P68","P72","P73","P76","P89","P90","P91","P98","P99","P100","P101","P102","P106","P113","P114","P116","P117","P120","P123","P127","P128"
"GPT2",5.62847032912517,5.61327821608864,3.64095634571384,5.0199198143149,4.40527764031188,6.69783496824945,3.89557407066781,3.72292499078879,6.85097564954032,6.4638692710257,6.07374098569279,3.849358808852,2.88346441810232,6.8115031414403,4.73941069246609,2.92318722071017,6.93575792111225,6.28983077730204,7.16124578209655,3.10921009668741,5.13141662712312,2.87611416355828,3.95627043802752,4.57690301717619,4.80532857412314,4.03517519698771,4.20890737771736,5.41747787174407,1.62620548295304,3.8704929534434,3.81806316126539,6.39001930376674,3.96713170948941,2.62877359520165,3.04797455136936,6.41287804044021,6.04114877986288,6.23528093467778,6.22719618925331,5.07616998016525,7.55907341380664,2.44831952830666,6.26954002103848,2.58101373516797,3.28076334788622
"IKBIP",3.02511740940147,3.07304899063911,4.07980475463526,2.45819824308499,3.86853861679567,3.32607708492313,3.83977823174252,4.13592060942006,4.16593605062903,3.91874877097841,2.05686094304675,3.07346037136096,3.71103228903783,2.57777926217268,2.00442948040954,4.30087051041357,1.86377990379588,3.09149674253483,1.76307157681548,4.23393406374696,4.81878922051655,4.07956584981028,4.29242103037589,3.39852823339078,2.00945467161036,3.6815617079354,3.49515788890806,2.20642442781589,2.91857705450362,3.77862912589557,3.8487781547998,2.70230292038393,4.54209086082615,2.25177967695237,3.24979421568147,2.93975314995223,2.94515819545351,1.7575353550288,2.00248650495106,3.83941545184153,2.42889276178592,3.82887525959433,2.43594856486053,3.16872225436066,3.91744130330716
"FBN1",7.31466662023556,5.01296191966648,8.31679515289405,7.21410148574023,8.32690716031831,7.0578325573784,6.29850802700342,9.81656162922488,6.99217813719302,9.1279997359074,5.48981585560273,7.14355158236586,8.16904559117923,5.60946540142753,5.59148494634413,9.2052822909604,5.52445238858571,6.61798163796326,4.81025285710193,6.4092432644996,7.03491008294914,9.17815514980568,6.64898450126632,8.24254105861531,5.86935818123403,7.43269722706408,6.33695280016051,5.13112848574908,5.24285017399204,6.32372133190622,7.73494395447251,6.12894085154834,9.67613268536077,7.06007008777476,6.46631225060584,6.6223286145898,6.21984033070264,4.6242705446537,5.5482424026753,6.36533734808898,6.00591867181797,6.66720665388957,5.71311290108252,7.13339809785626,10.6827651734211
"C2",5.37446571564469,4.93590286057852,3.68334836915629,4.69721224217916,3.01589001812602,6.02683546246861,3.1819930247514,4.55612281784117,5.55276437755569,1.46440688552961,6.22855513412953,2.49069847838818,3.42313440342458,3.86558234437659,3.41970068001638,2.90550494314962,5.83339866431717,4.231455449603,6.16589787359514,2.36583248918298,4.60544692278624,2.98650195414996,1.91850072950937,1.48702321312912,2.4537546068517,1.11123167278638,3.02188831469381,6.2333033036255,1.4602707607525,4.14619901335248,3.2126471520188,5.50488094374952,2.87664463477314,2.23462394136386,1.88896724491549,6.19378751046944,6.23841429356524,6.38747800421014,6.40442972827864,3.34725461389838,6.43648335760428,4.09250345795087,6.21643352334429,3.8297582471423,1.7082313882155
"PLEKHF1",3.43075360443487,1.82313791929853,4.02994754024353,2.61029847029809,3.90987868674146,3.66819856605871,2.79131398910677,4.44734776494213,3.54628948123509,3.17048594044936,4.10964472395088,3.75988019596074,4.02595012360846,3.58509474170562,3.96789715058379,3.65879415673119,3.80476605451967,2.88561340836382,2.71940251193326,2.75826053106734,4.88746190774363,4.52145910757273,2.82997130112495,3.98711163268726,1.72713628644581,3.15008844921779,3.25326319925981,3.3907777267512,4.32147357435874,4.28028824480273,4.22618481191313,3.5402008981708,4.10432827202849,3.92617025390654,3.59224173821336,3.70193712408804,3.72453022403462,3.17753514829627,3.50201228760469,2.67955891776437,3.83820552623697,3.56257214540658,3.317159328453,4.29227377226838,4.22205489426637
"PRKCB",2.89254645942996,2.35024263137487,2.9330626951885,2.94099359599338,2.2547754266481,3.33171954593747,2.76137038560263,3.88923988878683,2.96245648018331,2.63756387893541,3.46311234939834,1.10473921621624,4.37595690218423,2.94749784814051,3.50750290093667,2.55259840180413,3.12976108808253,3.10800582970027,2.67285525760728,1.89001858748382,2.406645507672,2.62557442875873,2.68650052718322,3.73218235294226,1.22255729134873,3.34857237015964,3.97467614420157,3.34637544056141,6.86238443761299,3.22094900446678,2.38670060228761,2.64327899631198,2.97019104018947,4.9786990204482,4.47515623750365,4.4538994379054,3.64413316063422,3.10338013794013,3.41831140452969,3.22781807501407,3.79871414703216,4.69379915916487,3.15532827729476,4.8819973599921,0.804631843126968
"HDGFL3",4.1080643937077,4.4619868592787,4.85785661950433,3.19137314240867,6.36038710381605,3.87042390585819,5.95912561983477,5.04431542475544,4.18527190559382,5.61441244162853,2.42969629765183,4.75323012288328,5.67291464377514,5.28206907519813,2.67617712414928,5.37210935133326,2.62496648594482,4.92376245702715,2.04414927760678,6.27979998762966,5.747666673224,5.16512406861164,6.23993452231573,4.92322050509552,1.88764224127319,6.14469290787929,4.98285671175612,2.51644385630168,3.74600097300256,7.00002817736235,4.62504249280806,4.24156564887517,6.02543859282999,4.22481977356488,4.17834814530773,2.944746023632,2.63672901278975,1.83648972611063,2.23765548989246,6.64094911770673,3.08537366471627,5.7844071369423,4.44886792203442,4.6882419152467,5.47003570670799
"RIMKLB",2.40403113962183,3.73753534618874,3.55507989832666,1.16452886088137,4.03548315212869,2.95505236567148,2.87950973461667,2.4112906477151,2.3576646008127,2.58674072825654,1.77534558407404,2.31533436033438,3.60478300420992,2.63816653749823,3.3710709122154,3.73604197374997,1.96480522821284,2.51810705076883,1.20851725980554,1.23909248294191,4.09763607727597,3.38986963580806,3.41294407336872,3.73771920546126,0.553458809699093,3.95766391555433,5.37249596150047,1.81455042346181,2.9317775949217,3.27427657275664,3.69128848385521,3.80742705500634,3.62652090656852,3.51714968814021,1.34709867062227,1.90881290773955,1.49855724809902,0.774502445109659,1.22767947354014,2.86639369771677,2.25074939689619,3.38668680867111,1.51908894699965,4.24456743937681,4.48740273852914
"HSP90B1",9.33518420877112,10.0391521055875,9.72565800558405,9.45384944814791,9.90521233657814,9.74256982198721,9.47011158318226,9.60307771987065,9.70679108852148,9.58280680452376,9.6600943275962,9.66548160070787,9.12483033336212,8.64882312435371,8.10636821254451,9.40965908276539,8.82131479711101,9.25093528995124,9.37161614239208,9.91579887838835,9.27910305311685,9.44970477038329,10.7327408275048,8.66858400739675,8.94429419722135,9.46846907469041,8.99948679395092,8.91763284504346,8.40742371136232,8.40344455414168,9.30099333613622,9.8139025327969,8.76135409497631,8.79155493569442,8.75781767046575,9.56392534980529,9.77818130215877,9.29993330555092,9.42909012989363,9.52858284382031,9.29836070152662,9.53254236282372,9.49293411138257,8.41504327568297,9.32636746338545
"MMP10",-1.13923579737117,3.2980864023568,-1.78986054259833,-0.726901910821509,2.19981366314326,-1.51911449735507,0.857264444500662,1.94643143710372,2.09075182863123,-0.959879082799122,-3.88044461530472,-0.0247366783215064,2.78135971352466,0.323888827147043,-0.588790717209637,1.53301506976297,-4.14816102715066,1.24007004282576,-4.37183300071368,-2.78587519464715,-1.17657670931474,3.04802688202201,4.20115549710223,1.6294265672344,-9.96578428466209,2.83979838350692,-0.956795501434832,-5.15842936260448,-0.398398557165055,7.07601708485278,2.0124971626829,-0.457791485677159,0.76926395662877,2.91840531758787,0.351289097598874,-5.28208783035557,-2.70557039789067,-9.96578428466209,-3.75049397901085,0.226015216402988,-3.62060083747442,0.497229128787606,-0.474331992624722,-1.00491352086592,4.38006445884398
"B2M",10.8372138281525,10.3579191193947,10.7342392283516,10.4802457308618,10.4731122152168,10.4951341986868,10.0973857529887,11.7707818967462,10.1746796795276,9.86645428354299,9.64780376847031,9.83133907459286,9.94947700811517,10.2583462564202,9.88429890562099,10.3237724380264,9.69451477286492,9.63334964956998,9.8369709237512,11.4050829987567,9.25781540168404,10.7613988106427,9.88958472773662,9.43717238148765,9.71850359377182,9.01098594729386,10.7058137063195,9.81252935075825,10.1379925790201,9.90328371111345,11.0393352811405,10.1543775135843,10.3321977093256,10.5490600586838,10.519872489555,10.190393372533,10.506959299933,9.95521717941194,10.3720535063357,10.558343888669,9.90814084026307,11.8731567368796,10.2046041546903,10.4432218510973,9.98184466365901
"NNMT",7.74072994504269,7.12578539762438,7.24192215254517,6.7172884538534,7.32874223656838,9.49322921170928,7.82994150082363,7.80004696978567,7.81857195236349,7.63395279969894,9.74700347809274,7.85306497836822,6.81343746825556,7.6214152821029,6.55889362542431,8.51094530920596,8.38485237628805,7.57870025634123,9.05497840701345,6.58908032179332,7.82571885803394,8.08138064157762,8.46722444894293,6.81169707614567,4.31885910596865,7.1867689382956,6.97504545167282,9.09228673508529,5.09095079214798,7.24492700661353,7.16630571280746,8.78407270655775,8.18515294823334,6.03346705262189,6.38898335217073,8.899053849599,9.50836605621112,8.7638938750781,8.67532302494997,7.56563449170239,8.46836948710953,5.29533732385392,8.56210043772236,6.3254529780141,9.29421843818207
"PCLAF",2.07638806851284,3.79441586635011,2.17245551215959,2.50868217947054,3.19555233309064,2.47492918803262,3.19692173382033,2.45275355848589,1.26261355840363,0.606915941825205,0.852238600297369,3.52505405992648,1.80974369511675,2.04176864995163,2.34828908328912,2.91941636304484,0.581785075180132,2.92136015693469,0.225028083254049,4.19269917799206,2.58568366796481,2.56895630129227,2.8569856897822,1.31016559049428,2.78010008447995,2.386065959392,1.84394365699723,0.731617722840621,2.59227762362047,2.62470920222941,2.10006937198792,2.42384705459843,1.75638285511977,1.22478119439559,1.29060133844119,0.912956381080624,2.29701528841447,0.683471892855227,0.425351877456702,4.40013484767614,0.428035163281905,1.57056007893631,1.65085644759443,1.15224833075742,1.5281712093096
"ANPEP",8.14442525171047,7.57518297251195,5.8561092527171,11.6367388897899,7.95395254413986,8.37531403872423,5.35360206292684,3.97166310300877,8.38708030600506,7.2880539692925,9.00551227283747,5.40974053516262,5.69700089903478,6.9615087322651,5.93109914848728,4.20091233325219,8.8499648674875,7.2978966310582,9.43858312482539,4.99353397969715,9.69947042867156,5.8611489560606,5.95855967514909,9.53741993658943,3.68763182874335,6.00755657857473,5.88402883797203,8.84435301020163,3.17387897458087,7.59996638451467,3.68210131055645,8.30043172904957,4.46794458433195,4.94156647229832,7.28885777086111,9.09225395952528,8.65937695229032,9.35930087168797,9.47249081769061,7.9221014910408,9.58120133529032,5.8328064872971,9.6009108567502,5.81910356239387,5.05288100832394
"PLK1",3.80348537559595,5.37804336498531,5.0670363210131,5.91458844065379,5.76170546625032,4.44758580833502,6.47448796116795,4.7609979824718,4.92923236590682,1.8951862702674,2.69592702012668,6.3146439642011,4.21090313034283,5.93494811326362,5.40027491432676,5.02681333561736,3.4008930948688,5.54112450072914,1.79746958601563,5.81877644094267,6.97861780336728,4.95400083523595,4.6753360819031,4.11491667700357,5.62381712499664,5.61894925458665,5.23311728218399,2.32091785473342,4.73049323370629,4.6504601367258,5.22104957493992,5.88740097915955,4.19060695933879,3.70829761397424,4.6847177678041,2.68710549183801,3.9976537136842,1.89689181284491,1.74424722404665,6.57944869713271,2.86163781722434,3.36012544649667,3.72080378204004,4.03340538072705,4.61589884136432
"SCG5",2.70790021381355,5.99049884225948,3.1752211800785,2.11583229865257,3.94002576362267,2.02658762234808,3.54740047164414,3.97703258314884,2.83729741566307,6.16687006852607,2.12346755565113,2.37903866554565,2.72323088723648,2.46660101948806,1.61786266001321,4.15811078036668,2.76305032430138,1.90673669992957,3.60240936918799,3.16586371434003,1.74652775711819,3.87825450080877,2.71237567288067,6.07346037136096,3.54220851432284,3.35205225634249,0.963178156173891,3.06037601776912,1.41278152533848,2.8651269950807,3.4178525148859,3.81903456638524,3.19220994960664,2.9741988864701,3.51079739204072,2.77376429409283,2.17919253938802,3.72776801080699,3.09410091643887,2.45827700069581,2.87670356398083,-0.422752464406849,2.62290693035603,0.365244599589063,4.13708540949133
"GREM1",4.03948937190185,-0.35089043505707,5.10291423318743,2.78351951551974,3.27338160987133,2.96480522821284,4.12627082490916,5.52848380438558,3.7411217769441,3.84797686898468,1.2368293354864,3.0590956522222,2.15490719904767,1.47596683690023,2.21085638647193,4.77217598935438,0.453333197460388,1.7099963689114,-1.43167597973029,3.26205725022129,0.28936234047694,6.91339209668109,5.05197237463925,4.69157882970894,-0.780413255426683,5.12021921162499,3.28769391293474,0.085968453862165,3.35078010073486,1.92527789063876,5.14410756861734,-0.50984065971628,4.74600634932215,2.78887360366516,2.66850494181034,0.945757507972628,-0.455217895213337,0.0200576523412532,-0.815529263359908,2.07162539397377,1.28658548326394,-1.49289040621823,0.412618958991931,1.27590100293954,3.99126332824368
"MS4A6E",2.87304539371907,1.10037219410711,2.07936104275338,1.54779528436946,2.30544527855355,3.20100646605609,1.39325143715703,3.04664820795748,1.82513433461884,2.86100251362365,3.477249894986,-1.23310806158878,2.49988414589191,2.54954596349802,0.765195248763837,1.51838406352878,1.94155708271729,1.05234633147889,1.9913177569002,0.385375813359913,0.923111139231397,1.24695526504295,-1.91430341932075,1.14691584808728,-1.52574568416736,1.04040151528421,3.64049368023805,2.33379580946216,-0.498586333124219,3.37996745557057,1.83037703121393,1.92873035961104,2.82922039952175,1.32757240381574,1.27953072572999,2.20207287546592,2.60622900621223,2.2950176651513,2.71786831273266,1.99841216198392,2.71369581484336,3.07282611042652,3.10803929513847,2.54416387225854,-0.331154716978927
"MS4A7",5.06231170951898,3.30965642368606,5.28950989604362,4.19354310147547,3.5595040497523,5.58518790421211,3.68899716950391,5.35813600195535,5.16037568743582,5.02327753378785,4.96398267681378,3.50529391654599,5.67009251432894,4.11121497714933,2.52571811400169,4.79187656923224,4.74643101527114,3.91704023637502,4.42432419963285,3.07262034427981,3.61459206828422,3.94311491685651,3.575336536777,3.86682887000908,2.19364560061083,3.90850550987104,4.62609448416668,4.84727537863749,3.38176788160164,4.94362131978556,4.23620175398786,4.8972404255748,4.74454325147327,3.78137020581408,4.39131405739718,5.06433104624598,5.48669828579738,5.33709378341641,5.43579525437006,4.55267217116222,5.34286048933328,6.17481984770231,5.41354669581411,6.4179385678131,3.71436642418401
"NKX3-1",2.17590777854483,2.5453506448223,0.155231116299279,-1.13099723532475,2.77353222575056,1.73435195008011,1.75881483160265,1.12134701687844,0.389346536162498,-1.27369190923451,0.798506794739972,1.78425269340458,0.857264444500662,0.590338533179087,-1.1769028526508,1.57758592972697,0.387693396253313,-0.781404798449143,0.712199562645971,-0.157141816744023,1.69372111508209,1.65145358008402,1.67378253401974,0.385154896884344,-3.15328605932852,1.94680570619054,1.63964893307252,1.21319172671244,0.736821317448161,2.7943742745422,0.995158858165373,0.845429832851152,-0.564904848379903,0.61381450656865,-0.255322210682926,0.949422874681417,1.06805164299779,0.0881415968690176,0.488309335703363,1.05990898901869,1.02680005934372,0.228110634405181,1.15341624225525,-0.197765416051509,0.732746762150061
"ACSF2",6.0309650233962,4.82548545869646,5.74992572659261,4.32099003820933,4.51603406333561,5.86471111582183,3.0530418073123,4.53276578338685,5.38389433559065,4.55750199425594,5.74658418686664,5.34390521759351,4.92486474840613,5.90269829021604,4.63048701686249,5.80529503552516,5.86135494314096,4.83853835694505,5.50764560685965,4.50941715574773,4.78498549887754,5.65663079463757,3.6366130209389,4.94609451188991,4.18996684507279,5.89661818968794,6.5783696719828,5.69418652980084,5.01409190567022,5.57081809631112,5.15825218877477,5.31946620048076,4.50752192920868,5.71889859785355,5.14076229860344,5.539351157624,5.72533217137268,5.43852574019072,5.63709142722842,4.59907375285807,5.4702147118309,5.31557347565552,5.48094364965028,6.05053217046613,5.25549695645485
